,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
739,kev,02/13/2025,Code Execution,CVE-2021-45382,D-Link Multiple Routers Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://www.fortinet.com/blog/threat-research/totolink-vulnerabilities-beastmode-mirai-campaign', 'https://www.bleepingcomputer.com/news/security/beastmode-botnet-boosts-ddos-power-with-new-router-exploits/', 'https://www.malwarebytes.com/blog/news/2022/04/cisa-advises-d-link-users-to-take-vulnerable-routers-offline', 'https://thehackernews.com/2022/04/beastmode-ddos-botnet-exploiting-new.html', 'https://www.bleepingcomputer.com/news/security/mirai-ddos-malware-variant-expands-targets-with-13-router-exploits/']","This remote command execution vulnerability is exploited by an unauthenticated, remote adversary via the DDNS function in ncc2 binary file. Adversaries have leveraged this vulnerability to spread a variant of Mirai botnet called Beastmode and  IZ1H9 to cause a distributed denial of service attack. 

In the IZ1H9 attack, once the attackers took advantage of the vulnerability, they injected the IZ1H9 payload into the device. This program included instructions to download another script from a specific web address. When this script ran, it erased records to cover up the malicious actions and then downloaded additional software designed for different types of devices. The script also changed the device's settings to block certain network connections, making it more difficult to remove the malware. After these steps, the infected device connected to a control server, waiting for instructions on which type of denial-of-service attack to carry out, such as disrupting services using various internet protocols.

In the Beastmode attack, exploiting the vulnerability led to the download and execution of a script called ""ddns.sh."" This script then fetched the Beastmode program, which was saved and run with specific settings. These settings allowed the infected device to join a subgroup within the larger botnet, helping the attackers manage and assess the effectiveness of their exploits. Once devices were compromised by Beastmode, the botnet could be used to launch various types of denial-of-service attacks, similar to those seen in other Mirai-based botnets.",,09/10/2024,02/11/2025
740,kev,02/13/2025,Code Execution,CVE-2022-26258,D-Link DIR-820L Remote Code Execution Vulnerability,secondary_impact,T1499.002,Service Exhaustion Flood,15.1,enterprise,,,,"['https://thehackernews.com/2022/09/mirai-variant-moobot-botnet-exploiting.html', 'https://unit42.paloaltonetworks.com/moobot-d-link-devices/']","This remote command execution vulnerability is exploited by an adversary via HTTP POST to get set ccp. The exploit targets a command injection vulnerability in the /lan.asp component. The component does not successfully sanitize the value of the HTTP parameter DeviceName, which in turn can lead to arbitrary command execution. Adversaries have leveraged this vulnerability to spread a variant of Mirai botnet called MooBot to cause a distributed denial of service attack. ",,09/10/2024,02/11/2025
741,kev,02/13/2025,Code Execution,CVE-2022-26258,D-Link DIR-820L Remote Code Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://thehackernews.com/2022/09/mirai-variant-moobot-botnet-exploiting.html', 'https://unit42.paloaltonetworks.com/moobot-d-link-devices/']","This remote command execution vulnerability is exploited by an adversary via HTTP POST to get set ccp. The exploit targets a command injection vulnerability in the /lan.asp component. The component does not successfully sanitize the value of the HTTP parameter DeviceName, which in turn can lead to arbitrary command execution. Adversaries have leveraged this vulnerability to spread a variant of Mirai botnet called MooBot to cause a distributed denial of service attack. ",,09/10/2024,02/11/2025
742,kev,02/13/2025,Code Execution,CVE-2022-26258,D-Link DIR-820L Remote Code Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://thehackernews.com/2022/09/mirai-variant-moobot-botnet-exploiting.html', 'https://unit42.paloaltonetworks.com/moobot-d-link-devices/']","This remote command execution vulnerability is exploited by an adversary via HTTP POST to get set ccp. The exploit targets a command injection vulnerability in the /lan.asp component. The component does not successfully sanitize the value of the HTTP parameter DeviceName, which in turn can lead to arbitrary command execution. Adversaries have leveraged this vulnerability to spread a variant of Mirai botnet called MooBot to cause a distributed denial of service attack. ",,09/10/2024,02/11/2025
743,kev,02/13/2025,Code Execution,CVE-2022-34713,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability,primary_impact,T1204.002,Malicious File,15.1,enterprise,,,,"['https://www.makeuseof.com/microsoft-patches-dogwalk-zero-day/', 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34713']","This vulnerability is exploited when a user is tricked by an adversary to open a maliciously crafted file either via an email or malicious website. Once the user opens the file, an adversary gains the ability to execute arbitrary code the next time the victim restarts their computer and logs in.",,09/10/2024,02/11/2025
744,kev,02/13/2025,Code Execution,CVE-2022-34713,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability,secondary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://www.makeuseof.com/microsoft-patches-dogwalk-zero-day/', 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34713']","This vulnerability is exploited when a user is tricked by an adversary to open a maliciously crafted file. Once the user opens the file, an adversary gains the ability to execute arbitrary code the next time the victim restarts their computer and logs in. ",,09/10/2024,02/11/2025
745,kev,02/13/2025,Code Execution,CVE-2022-34713,Microsoft Windows Support Diagnostic Tool (MSDT) Remote Code Execution Vulnerability,exploitation_technique,T1566,Phishing,15.1,enterprise,,,,"['https://www.makeuseof.com/microsoft-patches-dogwalk-zero-day/', 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34713']","This vulnerability is exploited when a user is tricked by an adversary to open a maliciously crafted file either via an email or malicious website. Once the user opens the file, an adversary gains the ability to execute arbitrary code the next time the victim restarts their computer and logs in.",,09/10/2024,02/11/2025
746,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,secondary_impact,T1005,Data from Local System,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
747,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,secondary_impact,T1489,Service Stop,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
748,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,secondary_impact,T1490,Inhibit System Recovery,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
749,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,secondary_impact,T1486,Data Encrypted for Impact,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
750,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,secondary_impact,T1070.001,Clear Windows Event Logs,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
751,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,secondary_impact,T1553.005,Mark-of-the-Web Bypass,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
752,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,primary_impact,T1204.002,Malicious File,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
753,kev,02/13/2025,Code Execution,CVE-2023-36884,Microsoft Windows Search Remote Code Execution Vulnerability,exploitation_technique,T1566,Phishing,15.1,enterprise,,,,"['https://www.microsoft.com/en-us/security/blog/2023/07/11/storm-0978-attacks-reveal-financial-and-espionage-motives/', 'https://cybersecuritynews.com/romcom-office-0-day-ransomware/#google_vignette', 'https://unit42.paloaltonetworks.com/new-cve-2023-36584-discovered-in-attack-chain-used-by-russian-apt/']","This remote code execution vulnerability in Microsoft Office has been exploited by adversarial groups to distribute ransomware. Attackers use specially crafted Microsoft Office documents to bypass security features, enabling remote code execution without user prompts. These documents are typically delivered through phishing techniques, enticing victims to open them. Once opened, the ransomware encrypts files and demands a ransom for decryption, while also removing system backups and leaving a ransom note threatening data loss if recovery is attempted without the provided decryptor key.

The ransomware further erases system logs and may publish stolen data on leak websites, leading to unauthorized access to sensitive information and potential installation of backdoors for further exploitation. Microsoft addressed this vulnerability in their security updates by introducing measures to make file paths unpredictable, thereby mitigating the exploit chain. Despite these updates, additional vulnerabilities in Microsoft Office and Windows were identified. Security solutions offer protection against these exploits, and findings are shared with cybersecurity alliances to enhance collective defense efforts.

This vulnerability has been exploited by the Russian group Storm-0978, also known as RomCom, who craft specially designed Microsoft Office documents related to the Ukrainian World Congress. These documents bypass Microsoft's Mark-of-the-Web (MotW) security feature, enabling remote code execution without security prompts. The adversary used phishing techniques to deliver these documents, enticing victims to open them. Once opened, the ransomware, known as Underground, executes, encrypting files and demanding a ransom for decryption.

The ransomware further removes shadow copies, terminates MS SQL Server services, and leaves a ransom note threatening data loss if recovery is attempted without their decryptor key. It also erases Windows Event logs and publishes stolen victim data on a data leak website, causing unauthorized access to sensitive information and potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
754,kev,02/13/2025,Code Execution,CVE-2022-41128,Microsoft Windows Scripting Languages Remote Code Execution Vulnerability,secondary_impact,T1070,Indicator Removal,15.1,enterprise,,,,"['https://blog.google/threat-analysis-group/internet-explorer-0-day-exploited-by-north-korean-actor-apt37/', 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41128']","This vulnerability is exploited by a remote adversary who entices a user with an affected version of Windows to access a malicious server. The adversary hosts a specially crafted server share or website and convinces the user to visit it, typically through an email or chat message. The adversary then crafts a malicious Microsoft Office document that embeds a remote RTF template, which fetches HTML content rendered by Internet Explorer's JScript engine. This stealthy attack vector does not require Internet Explorer as the default browser. Once the victim opens the document and disables protected view, the adversary executes arbitrary code by triggering a type confusion error in the JScript engine. This allows the adversary to deliver malicious payloads, conduct reconnaissance, and exfiltrate data, while erasing traces of the exploit by clearing the browser cache and history. The impact on the victim includes unauthorized access to sensitive information and the potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
755,kev,02/13/2025,Code Execution,CVE-2022-41128,Microsoft Windows Scripting Languages Remote Code Execution Vulnerability,primary_impact,T1203,Exploitation for Client Execution,15.1,enterprise,,,,"['https://blog.google/threat-analysis-group/internet-explorer-0-day-exploited-by-north-korean-actor-apt37/', 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41128']","This vulnerability is exploited by a remote adversary who entices a user with an affected version of Windows to access a malicious server. The adversary hosts a specially crafted server share or website and convinces the user to visit it, typically through an email or chat message. The adversary then crafts a malicious Microsoft Office document that embeds a remote RTF template, which fetches HTML content rendered by Internet Explorer's JScript engine. This stealthy attack vector does not require Internet Explorer as the default browser. Once the victim opens the document and disables protected view, the adversary executes arbitrary code by triggering a type confusion error in the JScript engine. This allows the adversary to deliver malicious payloads, conduct reconnaissance, and exfiltrate data, while erasing traces of the exploit by clearing the browser cache and history. The impact on the victim includes unauthorized access to sensitive information and the potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
756,kev,02/13/2025,Code Execution,CVE-2022-41128,Microsoft Windows Scripting Languages Remote Code Execution Vulnerability,exploitation_technique,T1566,Phishing,15.1,enterprise,,,,"['https://blog.google/threat-analysis-group/internet-explorer-0-day-exploited-by-north-korean-actor-apt37/', 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41128']","This vulnerability is exploited by a remote adversary who entices a user with an affected version of Windows to access a malicious server. The adversary hosts a specially crafted server share or website and convinces the user to visit it, typically through an email or chat message. The adversary then crafts a malicious Microsoft Office document that embeds a remote RTF template, which fetches HTML content rendered by Internet Explorer's JScript engine. This stealthy attack vector does not require Internet Explorer as the default browser. Once the victim opens the document and disables protected view, the adversary executes arbitrary code by triggering a type confusion error in the JScript engine. This allows the adversary to deliver malicious payloads, conduct reconnaissance, and exfiltrate data, while erasing traces of the exploit by clearing the browser cache and history. The impact on the victim includes unauthorized access to sensitive information and the potential installation of backdoors for further exploitation.",,09/10/2024,02/11/2025
757,kev,02/13/2025,Code Execution,CVE-2021-42321,Microsoft Exchange Server Remote Code Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://techcommunity.microsoft.com/blog/exchange/released-november-2021-exchange-server-security-updates/2933169', 'https://threatpost.com/microsoft-nov-patch-tuesday-fixes-six-zero-days-55-bugs/176143/']",This vulnerability is exploited by an adversary who has gained authentication to the Exchange Server and exploited validation issues in command-let arguments. This gives the adversary access to perform remote code execution on the server. ,,09/10/2024,02/11/2025
758,kev,02/13/2025,Code Execution,CVE-2021-42321,Microsoft Exchange Server Remote Code Execution Vulnerability,exploitation_technique,T1078,Valid Accounts,15.1,enterprise,,,,"['https://www.bleepingcomputer.com/news/security/exploit-released-for-microsoft-exchange-rce-bug-patch-now/', 'https://techcommunity.microsoft.com/blog/exchange/released-november-2021-exchange-server-security-updates/2933169', 'https://threatpost.com/microsoft-nov-patch-tuesday-fixes-six-zero-days-55-bugs/176143/']",This vulnerability is exploited by an adversary who has gained authentication to the Exchange Server and exploited validation issues in command-let arguments. This gives the adversary access to perform remote code execution on the server. ,,09/10/2024,02/11/2025
759,kev,02/13/2025,Code Execution,CVE-2022-41082,Microsoft Exchange Server Remote Code Execution Vulnerability,secondary_impact,T1567,Exfiltration Over Web Service,15.1,enterprise,,,,"['https://www.crowdstrike.com/en-us/blog/owassrf-exploit-analysis-and-recommendations/', 'https://www.darkreading.com/application-security/ransomware-attackers-bypass-microsoft-mitigation-proxynotshell-exploit', 'https://www.microsoft.com/en-us/security/blog/2022/09/30/analyzing-attacks-using-the-exchange-vulnerabilities-cve-2022-41040-and-cve-2022-41082/', 'https://www.kb.cert.org/vuls/id/915563']",This vulnerability is exploited by a remote adversary who has either authenticated to a Microsoft Exchange Server or has gained access to PowerShell prior to leveraging this vulnerability. The adversary then performs remote code execution via PowerShell to install a Chopper web shell to perform Active Directory reconnaissance and data exfiltration. ,,09/10/2024,02/11/2025
760,kev,02/13/2025,Code Execution,CVE-2022-41082,Microsoft Exchange Server Remote Code Execution Vulnerability,secondary_impact,T1482,Domain Trust Discovery,15.1,enterprise,,,,"['https://www.crowdstrike.com/en-us/blog/owassrf-exploit-analysis-and-recommendations/', 'https://www.darkreading.com/application-security/ransomware-attackers-bypass-microsoft-mitigation-proxynotshell-exploit', 'https://www.microsoft.com/en-us/security/blog/2022/09/30/analyzing-attacks-using-the-exchange-vulnerabilities-cve-2022-41040-and-cve-2022-41082/', 'https://www.kb.cert.org/vuls/id/915563']",This vulnerability is exploited by a remote adversary who has either authenticated to a Microsoft Exchange Server or has gained access to PowerShell prior to leveraging this vulnerability. The adversary then performs remote code execution via PowerShell to install a Chopper web shell to perform Active Directory reconnaissance and data exfiltration. ,,09/10/2024,02/11/2025
761,kev,02/13/2025,Code Execution,CVE-2022-41082,Microsoft Exchange Server Remote Code Execution Vulnerability,secondary_impact,T1087,Account Discovery,15.1,enterprise,,,,"['https://www.crowdstrike.com/en-us/blog/owassrf-exploit-analysis-and-recommendations/', 'https://www.darkreading.com/application-security/ransomware-attackers-bypass-microsoft-mitigation-proxynotshell-exploit', 'https://www.microsoft.com/en-us/security/blog/2022/09/30/analyzing-attacks-using-the-exchange-vulnerabilities-cve-2022-41040-and-cve-2022-41082/', 'https://www.kb.cert.org/vuls/id/915563']",This vulnerability is exploited by a remote adversary who has either authenticated to a Microsoft Exchange Server or has gained access to PowerShell prior to leveraging this vulnerability. The adversary then performs remote code execution via PowerShell to install a Chopper web shell to perform Active Directory reconnaissance and data exfiltration. ,,09/10/2024,02/11/2025
762,kev,02/13/2025,Code Execution,CVE-2022-41082,Microsoft Exchange Server Remote Code Execution Vulnerability,secondary_impact,T1505.003,Web Shell,15.1,enterprise,,,,"['https://www.crowdstrike.com/en-us/blog/owassrf-exploit-analysis-and-recommendations/', 'https://www.darkreading.com/application-security/ransomware-attackers-bypass-microsoft-mitigation-proxynotshell-exploit', 'https://www.microsoft.com/en-us/security/blog/2022/09/30/analyzing-attacks-using-the-exchange-vulnerabilities-cve-2022-41040-and-cve-2022-41082/', 'https://www.kb.cert.org/vuls/id/915563']",This vulnerability is exploited by a remote adversary who has either authenticated to a Microsoft Exchange Server or has gained access to PowerShell prior to leveraging this vulnerability. The adversary then performs remote code execution via PowerShell to install a Chopper web shell to perform Active Directory reconnaissance and data exfiltration. ,,09/10/2024,02/11/2025
763,kev,02/13/2025,Code Execution,CVE-2022-41082,Microsoft Exchange Server Remote Code Execution Vulnerability,primary_impact,T1059.001,PowerShell,15.1,enterprise,,,,"['https://www.crowdstrike.com/en-us/blog/owassrf-exploit-analysis-and-recommendations/', 'https://www.darkreading.com/application-security/ransomware-attackers-bypass-microsoft-mitigation-proxynotshell-exploit', 'https://www.microsoft.com/en-us/security/blog/2022/09/30/analyzing-attacks-using-the-exchange-vulnerabilities-cve-2022-41040-and-cve-2022-41082/', 'https://www.kb.cert.org/vuls/id/915563']",This vulnerability is exploited by a remote adversary who has either authenticated to a Microsoft Exchange Server or has gained access to PowerShell prior to leveraging this vulnerability. The adversary then performs remote code execution via PowerShell to install a Chopper web shell to perform Active Directory reconnaissance and data exfiltration. ,,09/10/2024,02/11/2025
